HS,AS,HST,AST,HC,AC,HF,AF,B365H,B365D,B365A,tend_ptsH,tend_ptsA,tend_goalsH,tend_goalsA,tend_HS,tend_AS,tend_HST,tend_AST,tend_HC,tend_AC,tend_HF,tend_AF,res,dif_puntos,dif_goles,dif_shots,dif_targets,dif_corners
9,14,2,5,10,8,11,9,3.5,3.1,2.25,0.0,6.0,2.0,3.0,38.0,36.0,15.0,11.0,17.0,9.0,34.0,37.0,-1,6.0,1.0,-2.0,-4.0,-8.0
9,5,5,3,7,1,10,23,2.45,3.2,3.1,4.0,4.0,3.0,6.0,34.0,47.0,10.0,18.0,12.0,16.0,43.0,37.0,-1,0.0,3.0,13.0,8.0,4.0
8,18,3,7,2,7,11,10,4.33,3.6,1.85,5.0,4.0,5.0,6.0,35.0,51.0,12.0,21.0,11.0,19.0,39.0,45.0,1,-1.0,1.0,16.0,9.0,8.0
20,6,9,3,10,3,9,7,1.14,8.0,19.0,3.0,4.0,4.0,6.0,34.0,47.0,14.0,20.0,15.0,20.0,33.0,28.0,-1,1.0,2.0,13.0,6.0,5.0
15,8,5,4,7,2,18,17,1.5,4.2,7.0,1.0,3.0,4.0,1.0,33.0,26.0,8.0,9.0,15.0,16.0,52.0,41.0,-1,2.0,-3.0,-7.0,1.0,1.0
6,10,1,3,3,7,16,17,3.1,3.1,2.5,2.0,5.0,1.0,5.0,31.0,31.0,14.0,12.0,17.0,16.0,32.0,61.0,1,3.0,4.0,0.0,-2.0,-1.0
22,6,10,1,8,4,10,15,1.44,4.5,7.5,6.0,7.0,6.0,4.0,32.0,52.0,15.0,10.0,10.0,18.0,30.0,23.0,-1,1.0,-2.0,20.0,-5.0,8.0
14,12,7,0,7,3,12,16,1.85,3.6,4.33,6.0,2.0,5.0,1.0,44.0,24.0,14.0,10.0,16.0,12.0,21.0,33.0,-1,-4.0,-4.0,-20.0,-4.0,-4.0
15,5,1,2,4,2,12,15,2.1,3.39,3.6,3.0,4.0,4.0,4.0,31.0,31.0,11.0,13.0,10.0,20.0,40.0,31.0,0,1.0,0.0,0.0,2.0,10.0
17,5,7,1,2,2,5,10,1.61,4.33,5.0,2.0,5.0,5.0,6.0,48.0,36.0,19.0,16.0,21.0,18.0,45.0,38.0,-1,3.0,1.0,-12.0,-3.0,-3.0
9,13,4,4,4,9,16,13,4.5,3.5,1.85,4.0,7.0,4.0,8.0,28.0,58.0,11.0,22.0,12.0,18.0,63.0,35.0,0,3.0,4.0,30.0,11.0,6.0
8,21,0,9,3,5,17,16,4.5,3.6,1.83,4.0,3.0,4.0,2.0,29.0,32.0,13.0,13.0,11.0,5.0,43.0,40.0,1,-1.0,-2.0,3.0,0.0,-6.0
12,4,2,3,2,5,12,17,4.5,3.5,1.85,2.0,1.0,6.0,2.0,47.0,41.0,18.0,12.0,25.0,19.0,34.0,37.0,1,-1.0,-4.0,-6.0,-6.0,-6.0
22,6,5,4,8,1,7,9,1.5,4.2,7.0,4.0,2.0,7.0,4.0,50.0,35.0,16.0,12.0,16.0,11.0,33.0,53.0,1,-2.0,-3.0,-15.0,-4.0,-5.0
14,17,4,5,4,5,4,6,17.0,7.0,1.18,0.0,7.0,0.0,7.0,28.0,30.0,12.0,18.0,20.0,9.0,45.0,30.0,1,7.0,7.0,2.0,6.0,-11.0
24,4,4,0,10,3,11,14,1.36,4.75,9.5,7.0,9.0,7.0,3.0,53.0,49.0,21.0,16.0,15.0,25.0,38.0,33.0,-1,2.0,-4.0,-4.0,-5.0,10.0
8,11,4,6,4,4,11,12,3.39,3.29,2.2,2.0,4.0,3.0,5.0,37.0,38.0,17.0,18.0,22.0,12.0,42.0,34.0,1,2.0,2.0,1.0,1.0,-10.0
13,15,3,4,5,5,18,13,3.39,3.29,2.2,3.0,7.0,4.0,4.0,40.0,48.0,13.0,20.0,13.0,17.0,32.0,30.0,0,4.0,0.0,8.0,7.0,4.0
17,5,10,1,5,1,8,8,1.22,6.0,15.0,4.0,6.0,4.0,5.0,35.0,30.0,14.0,16.0,14.0,1.0,33.0,41.0,-1,2.0,1.0,-5.0,2.0,-13.0
10,10,4,3,6,3,26,16,2.14,3.25,3.6,6.0,5.0,4.0,6.0,29.0,44.0,14.0,21.0,10.0,19.0,55.0,32.0,-1,-1.0,2.0,15.0,7.0,9.0
9,17,1,8,4,6,17,7,7.0,4.5,1.44,1.0,5.0,5.0,4.0,20.0,29.0,8.0,11.0,9.0,14.0,50.0,27.0,1,4.0,-1.0,9.0,3.0,5.0
11,11,2,2,7,4,14,8,1.3,5.25,11.0,6.0,1.0,3.0,3.0,30.0,42.0,12.0,14.0,8.0,10.0,43.0,48.0,0,-5.0,0.0,12.0,2.0,2.0
9,14,3,5,6,4,15,19,2.39,3.39,2.89,4.0,7.0,6.0,5.0,40.0,69.0,14.0,18.0,17.0,21.0,41.0,34.0,0,3.0,-1.0,29.0,4.0,4.0
19,15,8,10,10,10,8,7,1.39,5.0,7.5,0.0,9.0,0.0,5.0,30.0,61.0,12.0,21.0,19.0,27.0,44.0,31.0,1,9.0,5.0,31.0,9.0,8.0
11,13,5,4,4,3,8,14,2.39,3.5,2.89,1.0,2.0,1.0,1.0,34.0,43.0,17.0,12.0,16.0,20.0,39.0,40.0,-1,1.0,0.0,9.0,-5.0,4.0
14,6,5,1,6,3,14,10,1.44,4.75,7.0,6.0,1.0,5.0,5.0,56.0,28.0,20.0,9.0,19.0,11.0,33.0,53.0,-1,-5.0,0.0,-28.0,-11.0,-8.0
9,10,4,5,7,3,7,13,1.18,7.5,15.0,4.0,4.0,4.0,4.0,33.0,35.0,16.0,11.0,11.0,9.0,32.0,34.0,-1,0.0,0.0,2.0,-5.0,-2.0
13,6,6,3,9,4,18,15,2.39,3.1,3.2,3.0,7.0,7.0,6.0,48.0,48.0,23.0,15.0,22.0,20.0,40.0,31.0,0,4.0,-1.0,0.0,-8.0,-2.0
28,8,6,5,11,3,13,16,1.28,5.5,11.0,7.0,6.0,4.0,3.0,46.0,33.0,17.0,13.0,14.0,15.0,34.0,29.0,1,-1.0,-1.0,-13.0,-4.0,1.0
19,6,2,1,10,3,11,17,2.14,3.1,3.79,3.0,1.0,4.0,1.0,32.0,34.0,15.0,13.0,9.0,21.0,52.0,45.0,1,-2.0,-3.0,2.0,-2.0,12.0
12,10,3,6,4,6,7,26,5.5,3.79,1.66,5.0,3.0,3.0,2.0,40.0,31.0,13.0,11.0,18.0,16.0,50.0,47.0,0,-2.0,-1.0,-9.0,-2.0,-2.0
1,16,1,7,2,4,9,11,10.0,5.0,1.33,1.0,2.0,4.0,6.0,46.0,31.0,19.0,14.0,13.0,11.0,49.0,44.0,1,1.0,2.0,-15.0,-5.0,-2.0
10,17,1,10,5,7,11,11,3.39,3.29,2.2,7.0,4.0,6.0,3.0,60.0,35.0,18.0,16.0,18.0,15.0,43.0,39.0,1,-3.0,-3.0,-25.0,-2.0,-3.0
13,20,3,4,6,7,10,12,4.0,3.6,1.9,4.0,4.0,4.0,4.0,20.0,37.0,9.0,18.0,9.0,21.0,31.0,35.0,0,0.0,0.0,17.0,9.0,12.0
11,12,7,4,3,6,8,5,1.5,4.33,6.5,6.0,3.0,5.0,5.0,41.0,41.0,15.0,20.0,12.0,16.0,36.0,38.0,-1,-3.0,0.0,0.0,5.0,4.0
15,3,5,0,4,3,23,17,1.19,6.5,17.0,1.0,4.0,2.0,5.0,36.0,36.0,15.0,16.0,9.0,12.0,38.0,51.0,-1,3.0,3.0,0.0,1.0,3.0
17,7,7,1,6,5,13,13,2.39,3.5,2.89,1.0,4.0,2.0,3.0,33.0,47.0,6.0,14.0,10.0,12.0,48.0,37.0,0,3.0,1.0,14.0,8.0,2.0
12,16,3,6,5,8,23,17,3.75,3.39,2.04,6.0,5.0,6.0,8.0,30.0,47.0,16.0,21.0,9.0,19.0,39.0,49.0,1,-1.0,2.0,17.0,5.0,10.0
8,4,6,1,5,3,11,15,1.7,3.6,5.5,2.0,6.0,6.0,5.0,33.0,40.0,16.0,16.0,11.0,16.0,48.0,37.0,-1,4.0,-1.0,7.0,0.0,5.0
18,9,11,3,2,2,5,3,1.25,6.25,12.0,4.0,3.0,4.0,3.0,37.0,45.0,14.0,13.0,16.0,9.0,32.0,44.0,-1,-1.0,-1.0,8.0,-1.0,-7.0
10,9,2,5,5,1,13,15,2.1,3.25,3.75,4.0,6.0,3.0,7.0,24.0,66.0,11.0,25.0,14.0,20.0,50.0,34.0,1,2.0,4.0,42.0,14.0,6.0
14,12,10,5,7,4,5,16,3.0,3.39,2.37,4.0,6.0,3.0,7.0,35.0,32.0,11.0,16.0,18.0,8.0,54.0,27.0,-1,2.0,4.0,-3.0,5.0,-10.0
6,14,1,4,5,7,23,12,1.75,3.39,5.5,4.0,5.0,3.0,4.0,34.0,41.0,12.0,16.0,18.0,11.0,49.0,36.0,0,1.0,1.0,7.0,4.0,-7.0
18,9,6,4,6,7,16,15,2.62,3.25,2.75,4.0,7.0,7.0,7.0,39.0,24.0,18.0,10.0,6.0,13.0,34.0,29.0,0,3.0,0.0,-15.0,-8.0,7.0
9,12,3,3,8,7,10,13,3.6,3.5,2.04,4.0,4.0,7.0,3.0,36.0,33.0,21.0,11.0,14.0,19.0,42.0,48.0,1,0.0,-4.0,-3.0,-10.0,5.0
9,16,2,2,5,3,17,13,10.0,5.0,1.33,7.0,0.0,7.0,0.0,32.0,38.0,14.0,6.0,13.0,13.0,47.0,47.0,1,-7.0,-7.0,6.0,-8.0,0.0
18,11,5,4,12,7,12,6,1.72,3.79,4.75,6.0,1.0,7.0,2.0,47.0,40.0,18.0,15.0,14.0,9.0,38.0,46.0,1,-5.0,-5.0,-7.0,-3.0,-5.0
26,8,9,2,14,0,17,16,1.33,5.25,9.5,4.0,7.0,4.0,6.0,48.0,44.0,16.0,15.0,18.0,11.0,51.0,33.0,-1,3.0,2.0,-4.0,-1.0,-7.0
24,3,9,1,5,1,9,8,1.11,10.0,21.0,3.0,4.0,5.0,4.0,38.0,25.0,17.0,10.0,19.0,13.0,37.0,42.0,-1,1.0,-1.0,-13.0,-7.0,-6.0
13,15,4,7,9,4,8,14,6.5,4.2,1.53,5.0,1.0,4.0,6.0,37.0,39.0,10.0,17.0,7.0,11.0,43.0,41.0,1,-4.0,2.0,2.0,7.0,4.0
16,13,4,6,6,7,10,9,3.5,3.5,2.1,4.0,4.0,3.0,3.0,49.0,45.0,15.0,15.0,14.0,15.0,41.0,36.0,-1,0.0,0.0,-4.0,0.0,1.0
7,10,3,1,5,5,17,16,2.2,3.2,3.5,3.0,6.0,3.0,6.0,40.0,46.0,14.0,20.0,11.0,24.0,38.0,49.0,-1,3.0,3.0,6.0,6.0,13.0
19,6,6,1,4,5,13,12,2.1,3.39,3.6,0.0,4.0,1.0,7.0,32.0,34.0,6.0,17.0,20.0,19.0,45.0,48.0,-1,4.0,6.0,2.0,11.0,-1.0
23,13,4,4,7,5,9,11,2.5,3.25,2.87,3.0,4.0,4.0,5.0,40.0,51.0,17.0,19.0,28.0,15.0,46.0,42.0,0,1.0,1.0,11.0,2.0,-13.0
11,9,6,1,5,5,6,20,3.0,3.2,2.5,7.0,9.0,8.0,8.0,34.0,49.0,14.0,18.0,16.0,20.0,30.0,36.0,0,2.0,0.0,15.0,4.0,4.0
3,18,1,8,6,6,22,4,15.0,6.5,1.19,0.0,7.0,4.0,4.0,38.0,34.0,15.0,14.0,14.0,12.0,33.0,46.0,1,7.0,0.0,-4.0,-1.0,-2.0
10,12,3,4,10,8,13,9,2.29,3.39,3.1,4.0,3.0,4.0,5.0,33.0,45.0,10.0,17.0,4.0,18.0,33.0,42.0,0,-1.0,1.0,12.0,7.0,14.0
25,4,6,3,5,3,6,19,1.44,4.33,8.0,0.0,5.0,1.0,3.0,31.0,39.0,9.0,13.0,9.0,14.0,32.0,41.0,1,5.0,2.0,8.0,4.0,5.0
18,9,9,3,7,1,14,17,3.2,3.29,2.29,4.0,5.0,4.0,7.0,40.0,42.0,13.0,17.0,12.0,7.0,40.0,34.0,-1,1.0,3.0,2.0,4.0,-5.0
12,7,3,4,8,0,14,16,2.39,3.29,3.0,5.0,5.0,4.0,5.0,29.0,41.0,11.0,11.0,15.0,13.0,51.0,43.0,1,0.0,1.0,12.0,0.0,-2.0
21,15,4,5,7,4,13,12,1.3,5.5,10.0,3.0,6.0,5.0,6.0,38.0,30.0,18.0,12.0,10.0,14.0,49.0,39.0,0,3.0,1.0,-8.0,-6.0,4.0
20,9,8,2,11,3,16,15,1.72,4.0,4.5,1.0,6.0,1.0,7.0,42.0,36.0,12.0,17.0,21.0,10.0,48.0,42.0,-1,5.0,6.0,-6.0,5.0,-11.0
17,3,6,1,8,3,25,23,2.1,3.39,3.6,7.0,3.0,4.0,4.0,36.0,40.0,15.0,19.0,10.0,29.0,47.0,36.0,0,-4.0,0.0,4.0,4.0,19.0
18,8,6,4,2,5,11,12,2.0,3.5,3.79,5.0,4.0,6.0,5.0,29.0,45.0,12.0,12.0,12.0,18.0,48.0,30.0,0,-1.0,-1.0,16.0,0.0,6.0
5,23,2,7,2,15,10,6,15.0,6.5,1.19,9.0,4.0,6.0,5.0,54.0,47.0,16.0,15.0,21.0,20.0,32.0,35.0,1,-5.0,-1.0,-7.0,-1.0,-1.0
22,13,7,3,3,5,9,13,1.8,3.6,4.75,4.0,5.0,5.0,5.0,52.0,38.0,18.0,15.0,15.0,16.0,52.0,46.0,-1,1.0,0.0,-14.0,-3.0,1.0
23,11,5,7,7,4,17,11,2.39,3.25,3.0,7.0,6.0,8.0,3.0,41.0,36.0,14.0,10.0,15.0,6.0,40.0,30.0,1,-1.0,-5.0,-5.0,-4.0,-9.0
15,12,5,3,8,4,14,17,1.44,4.33,8.0,2.0,1.0,2.0,1.0,31.0,39.0,12.0,14.0,15.0,20.0,44.0,46.0,-1,-1.0,-1.0,8.0,2.0,5.0
14,6,9,2,2,2,17,15,1.25,6.0,12.0,3.0,1.0,5.0,1.0,41.0,39.0,16.0,10.0,14.0,12.0,38.0,44.0,-1,-2.0,-4.0,-2.0,-6.0,-2.0
9,16,4,4,1,10,14,18,5.0,3.75,1.72,3.0,1.0,4.0,5.0,32.0,45.0,10.0,15.0,14.0,14.0,41.0,31.0,-1,-2.0,1.0,13.0,5.0,0.0
15,15,4,5,9,3,12,21,3.6,3.39,2.1,3.0,4.0,4.0,3.0,32.0,21.0,12.0,6.0,12.0,11.0,37.0,41.0,0,1.0,-1.0,-11.0,-6.0,-1.0
27,3,10,0,7,1,12,15,1.66,3.79,5.25,1.0,2.0,2.0,4.0,44.0,52.0,13.0,17.0,17.0,15.0,42.0,43.0,-1,1.0,2.0,8.0,4.0,-2.0
19,8,6,2,10,3,12,7,1.22,6.5,13.0,1.0,9.0,6.0,8.0,45.0,66.0,19.0,21.0,13.0,27.0,35.0,21.0,-1,8.0,2.0,21.0,2.0,14.0
8,26,1,7,7,10,14,13,3.25,3.29,2.25,6.0,6.0,4.0,7.0,25.0,34.0,10.0,15.0,6.0,13.0,38.0,41.0,1,0.0,3.0,9.0,5.0,7.0
21,9,8,5,7,5,13,13,2.54,3.0,3.0,1.0,7.0,1.0,5.0,32.0,38.0,10.0,18.0,7.0,14.0,37.0,55.0,1,6.0,4.0,6.0,8.0,7.0
13,13,6,4,5,7,5,12,2.37,3.39,3.0,6.0,4.0,6.0,4.0,51.0,25.0,17.0,9.0,14.0,10.0,35.0,44.0,0,-2.0,-2.0,-26.0,-8.0,-4.0
16,14,4,5,6,3,14,11,2.87,3.1,2.62,4.0,7.0,6.0,9.0,46.0,47.0,16.0,21.0,17.0,23.0,33.0,41.0,1,3.0,3.0,1.0,5.0,6.0
3,11,1,6,3,7,9,9,7.0,4.75,1.44,0.0,6.0,3.0,5.0,28.0,51.0,9.0,15.0,20.0,16.0,39.0,43.0,1,6.0,2.0,23.0,6.0,-4.0
15,15,6,4,6,4,17,13,3.2,3.2,2.37,5.0,1.0,5.0,0.0,34.0,47.0,14.0,10.0,14.0,18.0,51.0,46.0,-1,-4.0,-5.0,13.0,-4.0,4.0
22,5,4,3,3,4,13,9,1.57,4.0,6.0,3.0,4.0,3.0,4.0,46.0,41.0,14.0,16.0,16.0,16.0,47.0,40.0,0,1.0,1.0,-5.0,2.0,0.0
13,15,2,7,7,5,15,16,1.8,4.0,4.2,2.0,1.0,0.0,4.0,39.0,38.0,10.0,15.0,18.0,19.0,58.0,45.0,1,-1.0,4.0,-1.0,5.0,1.0
6,30,4,8,4,13,12,13,5.5,4.33,1.57,7.0,9.0,8.0,6.0,58.0,45.0,19.0,19.0,25.0,12.0,25.0,42.0,-1,2.0,-2.0,-13.0,0.0,-13.0
21,3,6,0,5,1,14,15,1.25,6.0,12.0,2.0,6.0,5.0,5.0,51.0,58.0,18.0,19.0,17.0,17.0,46.0,34.0,-1,4.0,0.0,7.0,1.0,0.0
8,12,2,4,4,5,8,8,5.5,3.89,1.61,2.0,1.0,3.0,2.0,23.0,33.0,8.0,11.0,3.0,15.0,41.0,39.0,1,-1.0,-1.0,10.0,3.0,12.0
26,8,8,5,15,3,9,16,1.33,5.25,9.0,7.0,3.0,5.0,4.0,38.0,31.0,16.0,12.0,17.0,15.0,56.0,32.0,1,-4.0,-1.0,-7.0,-4.0,-2.0
15,13,4,7,7,5,14,20,3.1,3.29,2.37,5.0,1.0,8.0,2.0,40.0,51.0,22.0,17.0,19.0,16.0,43.0,38.0,1,-4.0,-6.0,11.0,-5.0,-3.0
20,18,7,6,13,2,7,16,1.5,4.75,5.75,3.0,4.0,4.0,6.0,36.0,49.0,10.0,23.0,15.0,12.0,37.0,38.0,1,1.0,2.0,13.0,13.0,-3.0
21,10,7,2,12,7,9,7,1.5,4.2,7.0,4.0,7.0,4.0,6.0,28.0,36.0,9.0,17.0,11.0,12.0,42.0,40.0,-1,3.0,2.0,8.0,8.0,1.0
16,8,7,2,8,6,10,15,1.83,3.6,4.5,3.0,4.0,5.0,6.0,25.0,49.0,9.0,19.0,10.0,13.0,31.0,38.0,-1,1.0,1.0,24.0,10.0,3.0
10,6,4,3,4,2,10,6,1.36,5.5,7.5,4.0,1.0,3.0,2.0,34.0,16.0,14.0,6.0,15.0,3.0,29.0,48.0,0,-3.0,-1.0,-18.0,-8.0,-12.0
19,16,10,8,8,6,14,15,2.04,3.5,3.6,1.0,2.0,2.0,0.0,39.0,43.0,10.0,14.0,20.0,16.0,39.0,53.0,0,1.0,-2.0,4.0,4.0,-4.0
9,20,2,5,3,9,16,15,1.5,4.2,7.0,1.0,5.0,2.0,9.0,38.0,56.0,10.0,18.0,11.0,25.0,48.0,25.0,-1,4.0,7.0,18.0,8.0,14.0
9,24,1,8,1,13,10,8,5.5,4.0,1.61,9.0,4.0,7.0,3.0,47.0,50.0,21.0,14.0,11.0,16.0,41.0,36.0,0,-5.0,-4.0,3.0,-7.0,5.0
19,6,8,1,3,4,10,21,1.7,3.75,5.25,6.0,5.0,5.0,6.0,47.0,44.0,21.0,22.0,13.0,21.0,28.0,49.0,0,-1.0,1.0,-3.0,1.0,8.0
14,16,6,9,6,4,15,11,2.6,3.39,2.7,6.0,6.0,5.0,10.0,31.0,47.0,13.0,25.0,12.0,15.0,42.0,30.0,0,0.0,5.0,16.0,12.0,3.0
15,9,3,1,2,3,17,19,3.5,3.29,2.14,2.0,1.0,3.0,2.0,32.0,39.0,12.0,5.0,11.0,19.0,48.0,45.0,1,-1.0,-1.0,7.0,-7.0,8.0
9,15,2,6,7,7,8,11,2.87,3.1,2.62,4.0,7.0,3.0,5.0,41.0,32.0,14.0,10.0,17.0,14.0,54.0,49.0,1,3.0,2.0,-9.0,-4.0,-3.0
16,14,3,3,5,6,10,12,3.6,3.6,2.0,3.0,6.0,1.0,5.0,36.0,40.0,13.0,16.0,15.0,12.0,60.0,27.0,1,3.0,4.0,4.0,3.0,-3.0
13,8,3,2,5,3,15,20,2.0,3.29,4.0,4.0,3.0,5.0,4.0,39.0,27.0,17.0,9.0,16.0,11.0,58.0,28.0,0,-1.0,-1.0,-12.0,-8.0,-5.0
23,8,9,1,13,8,9,9,1.57,4.0,6.0,9.0,6.0,11.0,4.0,49.0,54.0,24.0,18.0,15.0,11.0,28.0,39.0,-1,-3.0,-7.0,5.0,-6.0,-4.0
37,7,13,4,18,2,11,4,1.39,4.75,8.0,5.0,5.0,7.0,4.0,46.0,51.0,16.0,17.0,22.0,19.0,31.0,39.0,-1,0.0,-3.0,5.0,1.0,-3.0
17,12,6,7,4,3,16,12,9.0,5.0,1.36,6.0,4.0,7.0,2.0,45.0,30.0,18.0,11.0,18.0,11.0,46.0,52.0,0,-2.0,-5.0,-15.0,-7.0,-7.0
9,14,4,6,5,7,9,13,2.45,3.39,2.87,4.0,1.0,4.0,1.0,19.0,42.0,9.0,12.0,5.0,14.0,48.0,47.0,0,-3.0,-3.0,23.0,3.0,9.0
21,7,6,4,10,3,9,5,2.0,3.39,4.0,4.0,1.0,4.0,0.0,38.0,35.0,12.0,10.0,15.0,13.0,44.0,46.0,1,-3.0,-4.0,-3.0,-2.0,-2.0
37,3,15,2,10,0,10,12,1.22,6.5,12.0,2.0,6.0,2.0,4.0,43.0,27.0,6.0,13.0,16.0,12.0,49.0,46.0,-1,4.0,2.0,-16.0,7.0,-4.0
14,6,4,2,9,3,11,16,1.22,6.0,12.0,1.0,1.0,1.0,1.0,39.0,39.0,11.0,15.0,12.0,20.0,32.0,46.0,-1,0.0,0.0,0.0,4.0,8.0
25,4,10,1,7,0,8,9,1.14,8.0,19.0,1.0,4.0,0.0,4.0,29.0,41.0,11.0,11.0,16.0,7.0,49.0,39.0,-1,3.0,4.0,12.0,0.0,-9.0
13,16,7,8,6,5,16,8,1.64,4.2,5.0,4.0,7.0,3.0,9.0,18.0,59.0,8.0,25.0,6.0,23.0,54.0,29.0,0,3.0,6.0,41.0,17.0,17.0
9,14,4,4,1,4,15,16,5.0,3.75,1.72,2.0,7.0,1.0,6.0,40.0,38.0,12.0,14.0,14.0,16.0,39.0,44.0,0,5.0,5.0,-2.0,2.0,2.0
17,8,6,2,5,4,15,20,1.75,3.75,4.75,0.0,2.0,0.0,2.0,30.0,44.0,7.0,12.0,14.0,14.0,49.0,48.0,0,2.0,2.0,14.0,5.0,0.0
10,9,2,4,3,7,14,7,7.5,5.5,1.36,4.0,5.0,5.0,3.0,27.0,45.0,11.0,8.0,6.0,13.0,27.0,53.0,1,1.0,-2.0,18.0,-3.0,7.0
15,10,4,4,7,5,12,15,5.0,4.0,1.66,3.0,4.0,3.0,1.0,40.0,34.0,15.0,10.0,13.0,8.0,49.0,29.0,1,1.0,-2.0,-6.0,-5.0,-5.0
12,14,3,5,2,8,23,24,1.9,3.5,4.2,7.0,9.0,3.0,14.0,31.0,57.0,9.0,24.0,10.0,18.0,42.0,27.0,-1,2.0,11.0,26.0,15.0,8.0
20,9,3,6,10,6,10,15,1.66,4.0,5.0,2.0,3.0,3.0,3.0,29.0,39.0,8.0,13.0,9.0,14.0,40.0,36.0,1,1.0,0.0,10.0,5.0,5.0
11,20,6,7,5,12,5,13,2.6,3.29,2.75,3.0,6.0,2.0,8.0,39.0,51.0,11.0,20.0,12.0,17.0,45.0,46.0,-1,3.0,6.0,12.0,9.0,5.0
17,12,5,5,6,4,11,11,2.87,3.2,2.6,3.0,0.0,6.0,0.0,47.0,27.0,16.0,7.0,14.0,15.0,44.0,45.0,1,-3.0,-6.0,-20.0,-9.0,1.0
8,8,4,1,1,2,10,13,1.75,3.75,4.75,5.0,0.0,4.0,0.0,38.0,36.0,9.0,13.0,8.0,18.0,56.0,45.0,-1,-5.0,-4.0,-2.0,4.0,10.0
13,15,6,5,6,5,26,11,3.39,3.6,2.04,7.0,4.0,8.0,4.0,66.0,34.0,18.0,9.0,18.0,19.0,36.0,38.0,1,-3.0,-4.0,-32.0,-9.0,1.0
9,19,5,4,3,4,12,15,7.0,4.0,1.53,4.0,6.0,4.0,3.0,43.0,43.0,10.0,18.0,19.0,14.0,41.0,50.0,-1,2.0,-1.0,0.0,8.0,-5.0
7,20,1,5,1,8,10,17,3.79,3.6,1.95,7.0,6.0,6.0,5.0,32.0,34.0,11.0,12.0,18.0,9.0,43.0,45.0,0,-1.0,-1.0,2.0,1.0,-9.0
19,12,5,4,5,1,9,15,1.83,3.6,4.5,2.0,2.0,3.0,1.0,37.0,32.0,11.0,8.0,17.0,9.0,45.0,40.0,0,0.0,-2.0,-5.0,-3.0,-8.0
14,12,5,4,6,4,9,11,1.95,3.6,3.79,3.0,5.0,5.0,4.0,45.0,22.0,15.0,11.0,11.0,10.0,30.0,41.0,1,2.0,-1.0,-23.0,-4.0,-1.0
11,10,5,7,5,2,17,15,3.1,3.2,2.45,3.0,9.0,2.0,6.0,30.0,32.0,10.0,11.0,4.0,13.0,41.0,43.0,1,6.0,4.0,2.0,1.0,9.0
16,13,10,3,3,1,17,7,1.44,4.59,7.0,6.0,2.0,7.0,2.0,63.0,38.0,28.0,11.0,20.0,9.0,29.0,42.0,-1,-4.0,-5.0,-25.0,-17.0,-11.0
16,12,7,2,6,7,11,17,2.1,3.5,3.39,2.0,4.0,2.0,7.0,24.0,51.0,12.0,14.0,11.0,14.0,38.0,35.0,-1,2.0,5.0,27.0,2.0,3.0
6,14,1,10,7,10,20,15,3.75,3.39,2.04,1.0,7.0,1.0,4.0,16.0,35.0,5.0,9.0,6.0,7.0,36.0,54.0,1,6.0,3.0,19.0,4.0,1.0
9,11,3,3,3,3,14,13,1.3,5.25,10.0,3.0,7.0,3.0,7.0,33.0,67.0,9.0,19.0,18.0,19.0,39.0,34.0,0,4.0,4.0,34.0,10.0,1.0
22,9,9,2,8,2,11,15,1.9,3.29,4.5,3.0,5.0,3.0,5.0,38.0,20.0,15.0,9.0,12.0,8.0,39.0,41.0,-1,2.0,2.0,-18.0,-6.0,-4.0
3,19,1,5,2,11,7,7,7.5,5.0,1.39,0.0,3.0,1.0,2.0,39.0,47.0,11.0,20.0,20.0,16.0,34.0,48.0,0,3.0,1.0,8.0,9.0,-4.0
20,21,6,10,6,9,15,10,3.0,3.5,2.29,6.0,6.0,5.0,6.0,31.0,70.0,9.0,28.0,13.0,22.0,49.0,28.0,1,0.0,1.0,39.0,19.0,9.0
27,3,8,1,8,2,15,13,1.06,13.0,34.0,7.0,7.0,7.0,8.0,45.0,58.0,16.0,18.0,20.0,25.0,41.0,35.0,-1,0.0,1.0,13.0,2.0,5.0
20,7,5,3,8,3,19,12,1.5,4.33,6.5,4.0,1.0,2.0,2.0,32.0,30.0,10.0,8.0,8.0,15.0,51.0,36.0,0,-3.0,0.0,-2.0,-2.0,7.0
14,11,2,5,5,2,22,8,3.0,3.1,2.54,2.0,6.0,4.0,3.0,40.0,36.0,9.0,10.0,15.0,8.0,41.0,45.0,1,4.0,-1.0,-4.0,1.0,-7.0
15,10,5,6,5,2,14,14,1.8,3.5,4.75,7.0,0.0,5.0,1.0,58.0,46.0,16.0,11.0,16.0,18.0,38.0,33.0,1,-7.0,-4.0,-12.0,-5.0,2.0
10,17,2,4,4,7,12,9,7.5,5.0,1.39,1.0,2.0,4.0,1.0,48.0,19.0,9.0,5.0,14.0,5.0,48.0,31.0,1,1.0,-3.0,-29.0,-4.0,-9.0
19,7,6,3,7,6,9,19,1.6,4.33,5.25,7.0,4.0,5.0,3.0,26.0,25.0,10.0,11.0,9.0,14.0,43.0,36.0,-1,-3.0,-2.0,-1.0,1.0,5.0
11,17,5,3,3,5,19,17,5.5,3.75,1.64,6.0,4.0,6.0,3.0,60.0,52.0,18.0,14.0,27.0,18.0,40.0,41.0,-1,-2.0,-3.0,-8.0,-4.0,-9.0
