matchId;Div;season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;pagerank_1_H;pagerank_1_A;pagerank_2_H;pagerank_2_A;pagerank_5_H;pagerank_5_A;pagerank_10_H;pagerank_10_A
228;D1;T00-01;2001-03-17;Dortmund;Leverkusen;1;3;A;0,4330335939328417;0,4299215375826501;0,3542241934872427;0,633628746264417;0,6461627484326927;0,7825063578814684;0,6919917965505795;0,7214745900318632
127;D1;T00-01;2000-12-02;Bayern Munich;Leverkusen;2;0;H;0,3544052528239128;0,5646213883033651;0,3723346868021635;0,6278122081252543;0,7423295616318775;0,7703011526841105;0,7511727573362089;0,7214745900318632
192;D1;T00-01;2001-02-17;Hansa Rostock;Leverkusen;2;1;H;0,1892288889397753;0,5968400605112244;0,2122183453201009;0,8704194879918743;0,4318952636006086;0,7825063578814684;0,5263888933047304;0,7214745900318632
179;D1;T00-01;2001-02-04;Unterhaching;Leverkusen;1;2;A;0,7951960994610519;0,5968400605112244;0,5881289775906776;0,8704194879918743;0,5820062195308887;0,7825063578814684;0,474209268570099;0,7214745900318632
148;D1;T00-01;2000-12-13;Bochum;Leverkusen;3;2;H;0,2587254854057752;0,5646213883033651;0,3863325678810567;0,6278122081252543;0,5682633244569747;0,7703011526841105;0,5510812324015611;0,7214745900318632
158;D1;T00-01;2000-12-16;Wolfsburg;Leverkusen;2;0;H;0,4016378040846461;0,5646213883033651;0,4013924899732525;0,6278122081252543;0,5612565122163938;0,7703011526841105;0,6276043443615803;0,7214745900318632
226;D1;T00-01;2001-03-17;Munich 1860;Bayern Munich;0;2;A;0,6087925688802149;0,63286230212744;0,4464194657337133;0,7836958840425795;0,4975442633106166;0,9136220862766478;0,5748939641507651;0,7511727573362089
138;D1;T00-01;2000-12-09;Kaiserslautern;Bayern Munich;0;0;D;0,4530447000679231;0,3544052528239128;0,4483615888253784;0,3723346868021635;0,6751720328565106;0,7423295616318775;0,6584398848598385;0,7511727573362089
209;D1;T00-01;2001-03-03;Hansa Rostock;Bayern Munich;3;2;H;0,4771655730585149;0,63286230212744;0,6227229966394311;0,7836958840425795;0,4318952636006086;0,9136220862766478;0,5263888933047304;0,7511727573362089
193;D1;T00-01;2001-02-17;Unterhaching;Bayern Munich;1;0;H;0,7951960994610519;0,6066352479453518;0,5881289775906776;0,7418221563220929;0,5820062195308887;0,9136220862766478;0,474209268570099;0,7511727573362089
